,reg,eta,iterations,C,solver,train_accuracy,test_accuracy,run_time
530,1,1,20,1,SGA,0.368044945,0.364467542,0.118705988
531,1,1,20,0.1,SGA,0.377344417,0.385015158,0.213481665
532,1,1,20,0.01,SGA,0.352934807,0.356046389,0.200151205
533,1,1,20,0.001,SGA,0.396941881,0.405081565,0.187202692
534,1,1,20,0.0001,SGA,0.423456805,0.424329917,0.120403767
535,1,1,50,1,SGA,0.382577626,0.387902411,0.280213356
536,1,1,50,0.1,SGA,0.391022942,0.390934026,0.193051577
537,1,1,50,0.01,SGA,0.399095317,0.39935518,0.203677177
538,1,1,50,0.001,SGA,0.37841512,0.378326356,0.204140425
539,1,1,50,0.0001,SGA,0.396195999,0.394494971,0.39829421
540,1,0.1,10,1,SGA,0.370029956,0.368654059,0.31622839
541,1,0.1,10,0.1,SGA,0.432118668,0.430152543,0.391581535
542,1,0.1,10,0.01,SGA,0.375070678,0.381406092,0.382608414
